VendorNumber,VendorName,VendorAddress1,VendorAddress2,VendorCity,VendorZip,VendorState,VendorCountry,VendorContactPhone,VendorContactFax,VendorContact,VendorContactEmail,VendCommCode,VendMinority,VendDesignated,VendIndustry,VendorKey,ShipToLocation,Currency
"98823","ABC METALS; INC.","DEPT 78872","P.O. BOX 78000","DETROIT","48272-0872","MI","USA","1800*238-8470","630-530-9951","MIKE CAMPBELL","","NN","Y","J","",1542,"EPDC","DLL"
"98829","LONE STAR INDUSTRIAL CORP.","6985 INDUSTRIAL AVE.;","P.O. BOX 26911","EL PASO","79926","TX","","915-779-7255","915-779-7328","","","  "," "," ","",1543,"EPDC","DLL"
"98836","SPECIALTY SCREW CORPORATION","2801 HUFFMAN BLVD.;","","ROCKFORD","61103-3997","IL","","815-965-9707","815-964-2300","TERRY NELSON","","  "," "," ","",1545,"EPDC","DLL"
"98859","ACCURATE METALS","882 CALLENDAR  BLVD","","PAINESVILLE","44077","OH","USA","440-350-8225X203","440-951-8673","THOMAS LOICZLY","TL@ACCURATEMETALMACHINING.COM","MM","N","N","",1553,"EPDC","DLL"
"98862","IBT INC.;","6915 INDUSTRIAL AVE.","","EL PASO","79915","TX","USA","915-781-2020","915-781-2121","ANNE SHELLENBERGER","CREDIT@IBTINC.COM","  "," "," ","",1555,"EPDC","DLL"
"98865","SCOTT MOLDERS INC.","7180 ST. ROUTH 43 NORTH","","KENT","44240","OH","USA","330-673-5777","330-673-7036","SCOTT YAHNER X11","SYAHNERMI@NEO.RR.COM","PP","N","N","AUTO",1557,"EPDC","DLL"
"98867","BEVCORP LLC","4661 GILES ROAD,","","CLEVELAND","44135","OH","USA","216-251-5200 X 3523","216-251-5206","DONIELL ROSSI","DROSSI@BEVCORP.COM","DD","N","N","AERO",1558,"EPDC","DLL"
"98876","EXEL NAL","15 LEIGH FISHER","","EL PASO","79906","TX","","772-0894","915-772-0750","CARLOS MARQUEZ","","  "," "," ","",1559,"EPDC","DLL"
"98911","VALLEY DIE CASTING","5216 NORTH 26TH. ST.","","MC ALLEN","78504","TX","USA","956-630-0268","956-630-6065","ANDREW BROWN","ANDREWB@VALLEYDIECAST.COM","DD","N","N","AUTO",1564,"EPDC","DLL"
"98924","ANA ALICIA SALAZAR","2008 N. SAINT VRAIN ST.;","","EL PASO","79902","TX","USA","17-34-91","","","","  "," "," ","",1568,"EPDC","DLL"
"98931","ELREHA PRINTED CIRCUITS","2510 TERMINAL DR. SOUTH","","ST. PETERSBURGH","33712","FL","","727-327-6236","727 323-7336","TAMARA  244","","CC"," "," ","AUTO",1570,"EPDC","DLL"
"98943","EMHART TEKNOLOGIES LLC","49201 GRATIOT","","CHESTERFIELD","48051","MI","","586-949-0550 X266","810-598-2155","DEB MOORE","DEBBIE.MOORE@BDK.COM","MM","Y","J","AUTO",1574,"EPDC","DLL"
"98944","HENKEL CORPORATION","46 MANNING ROAD","","BILLERICA","01821","MA","","781-828-3300","978-436-9732","NANCY LINCOLN","","CC"," "," ","AUTO",3160,"EPDC","DLL"
"98947","FORMALL SPRING & STAMPING","380 MEYER","","BENSEVILLE","60106","IL","","630-595-8833","630-595-9006","SUE BELL","","MM"," "," ","AUTO",1575,"EPDC","DLL"
"98958","BORDER TOOLS OF EL PASO; LLC","840 HAWKINS; SUITE A-5","","EL PASO","79915","TX","USA","915-778-2798","","CESAR VILLESCAS","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",32204,"EPDC","DLL"
"98964","READY ONE INDUSTRIES","11460 PELLICANO DRIVE","","EL PASO","79936","TX","USA","915-594-1207","915-591-5170","MERCY GIL","MGIL@READYONE.ORG","CC","N","N","AUTO",32151,"EPDC","DLL"
"A00001","ACCORD MANUFACTURING;INC.","7494 CIRCLE DRIVE","","LANNON","53046","WISCONSIN","U.S.A.","414-677-8391","414-677-8425","KATHY       E-108","","  "," "," ","",1579,"EPDC","DLL"
"C00001","SYGSA","CLEMENTE OROZCO 151 NTE.","","CD. JUAREZ","","CHIH.","","17-73-29","","CECILIA MARTINEZ","","  "," "," ","",1580,"EPDC","DLL"
"C00002","HUDSON INDUSTRIAL PRODUCTS","2900 WHITTINGTON AVE.","","BALTIMORE","21230-1432","MD","","800-656-2588","1-800-653-8617","WAYNE MARKHAM","","  "," "," ","",1581,"EPDC","DLL"
"C00003","THERMOTECH","1202 SOUTH 5TH STREET","","HOPKINS","55343","MN","","952-933-9400","915-779-0388","KATHY ANDERSON X9402","KATHY.ANDERSON@THERMOTECH.COM","PP"," "," ","AUTO",1582,"EPDC","DLL"
"C00004","PERMAFINISH","74 NORTH 45TH AVENUE","","PHOENIX","85043","AZ","","602-278-1733","","MARTHA","","  "," "," ","",1583,"EPDC","DLL"
"C00005","PFT OF AMERICA; INC.","4857 WEST VAN BUREN ST.","","PHOENIX","85043","AZ","","602-269-9311","602-269-9566","LAUREL HYLTON","","  "," "," ","",1584,"EPDC","DLL"
"C00006","SMALL PARTS DE MEXICO","P.O. BOX 7002","","LOGANSPORT","46947-7002","IN","USA","574-739-6246","625-08-03","BECKY JAMES","BECJAM1@SMALLPARTSINC.COM - CASH IN ADVANCE","MM"," "," ","AUTO",1585,"EPDC","DLL"
"C00007","NEXEO SOLUTIONS; LLC","5200 BLAZER PKWY. DS-3","","DUBLIN","43017","OH","USA","877-211-6515","","MELINDA L. HARE","SALES: MLHARE@ASHLAND.COM 877-211-6515","CC","N","N","AUTO",1586,"EPDC","DLL"
"C00009","PRODUCTION COMPONENTS","4400 ANAHEIM","","ALBUQUERQUE","87113","NM","","505-821-3300","505-821-3979","DONALD CLARK","","  "," "," ","",1587,"EPDC","DLL"
"C0001","HI-TECH","I.B.S. DIVISION","5476 LAKE COURT","CLEVELAND","44103","OH","USA","216-881-8100","216-426-6694","POVD","DFLETTERICK@HTG.CC","MM","N","N","AUTO",1588,"EPDC","DLL"
"C0007","AUTOSPLICE","10431 WATERIDGE CIRCLE #110","","SAN DIEGO","92121","CA","","858-678-3156","619-535-0130","SUSAN VAN-AKEN","","  "," "," ","",1590,"EPDC","DLL"
"C0008","ADKEV;INC.","PO.BOX 390","","GOODLAND","47948","IN","","219-297-4484","219-297-3054","PENNY MULLOY X245","PMULLOY@ADKEV.COM","PP"," "," ","AUTO",1591,"EPDC","DLL"
"C0009","ACME MACHELL","2000 AIRPORT ROAD","","WAUKESHA","53187","WI","","262-521-2870","262-521-2894","DAVID RIGI","","  "," "," ","",1592,"EPDC","DLL"
"C0012","EXACTO SPRING CORP.","1201","HICKORY STREET","GRAFTON","53024","MI","USA","262-377-3970","414-377-3854","AMY GROSKLAUS","AMY.GROSKLAUS@EXACTO.COM","SS"," "," ","AUTO",1595,"EPDC","DLL"
"C0016","ALPINE PRESSED METALS","PO BOX 580","","RIDGWAY;","15853","PA","USA","814-776-4822","814-772-1471","KIM HRIBIK","","MM"," "," ","AERO",1598,"EPDC","DLL"
"C0018","EPIC COMPONENTS COMPANY","23900 BELL RD.","","NEW BOSTON","48164-9226","MI","","734-753-3481","","MIKE HOLTZ/CHRISTINE","","  "," "," ","",1600,"EPDC","DLL"
"C0020","MIDWEST INSERT COMPOSITE","+","","ROLLING MEADOWS","60008","IL","USA","847-818-8444","847-818-8368","G L","","  "," "," ","",1601,"EPDC","DLL"
"C0021","G.E. LIGHTING","P.O. BOX 4079","","GLEN ALLEN","23058","VIRGINIA","U.S.A.","800-327-7155","800-327-0588","PAT THOMSON","","  "," "," ","",1602,"EPDC","DLL"
"H00007","AMERITECH","PO BOX  4520","","CAROL STREAM","6197-4520","ILL","ILL","","","ELKGROVE","","  "," "," ","",1610,"EPDC","DLL"
"H00011","DIEMODE TOOL INC","150 ELIZABETH LANE","","GENOA CITY","53128","WI","USA","(262) 279-9700","(262)279-9704","DEBBIE SNOW","DEBBIESNOW@CHARTERINTERNET.COM","MM"," "," ","AUTO",1614,"EPDC","DLL"
"H00039","MC MASTER-CARR","PO BOX 7690","","CHICAGO","60680-7690","IL","","630-8349600","","","","DD"," "," ","",1639,"EPDC","DLL"
"H00050","K & K SCREW PRODUCTS; INC.","795 KIMBERLY BLVD.","","CAROL STREAM","60188","IL","USA","956-661-9056","(708)773-9021","ANICETO ESPINOZA","","  "," "," ","",1650,"EPDC","DLL"
"H00057","VENTIX GROUP","995 LOMA VERDE","","EL PASO","79936","TX","","915-771-7995","","GABY ALANIZ","GABRIELA.ALANIZ@BAJATAPEUSA.COM","TT"," "," ","AUTO",1656,"EPDC","DLL"
"H00063","OMG AMERICAS - SCM METAL","SCM METAL PRODUCTS INC.;","P.O. BOX 198374","ATLANTA","30384-8374","GA","","(919)544-8311","(919)544 0917","JIM WRIGHT","","  "," "," ","",1661,"EPDC","DLL"
"H00066","CARLTON BATES COMPANY","1530-A GOODYEAR DRIVE","","EL PASO","79936","TX","USA","915-599-2499","","CARLOS BENCOCHEA","","DD","N","N","AUTO",1664,"EPDC","DLL"
"H00073","WEXTEX; INC.","P.O. BOX 15400","","PHOENIX","85060-5400","AZ","","","","","","  "," "," ","",1671,"EPDC","DLL"
"H00075","SOUTHWEST SEAL & SUPPLY","2701 CANDELAR RD. NE","","ALBUQUERQUE","87107","NM","USA","915-772-1775","505-889-0804","JOSE SUNIGA","","  "," "," ","",1673,"EPDC","DLL"
"H00076","PLASTIC SYSTEMS; LLC","1305 HENRY BRENNAN DR","","EL PASO","79936","TEXAS","","915-298-9441","915-834-2751","GLORIA LECHUGA X26","MACOSTA@PLASTIC-SYSTEMS.NET 915-298-9441 X 16","PP"," "," ","AUTO",1674,"EPDC","DLL"
"H00100","ARMSTRONG DISTRIBUTION SERVICE","P.O. BOX 520","","BEAVER FALLS","13305","N.Y.","USA","(508)853-2500","(508)852-0741","ANNE LAMARCHE","","  "," "," ","",1686,"EPDC","DLL"
"V0007","SYN-TECH","P.O. BOX 1299","","MINNEAPOLIS","55440","MI","","(612)887-3283","","","","  "," "," ","",1687,"EPDC","DLL"
"V00101","SMALL TUBE PRODUCTS","P.O. BOX 1674","","ALTOONA","16603","PA","USA","(814)693-6044","256-580-3931","PAM MCMILLAN","","MM"," "," ","AUTO",1691,"EPDC","DLL"
"V0015","LUCAS BODY SYSTEM","255 KIRTS BLVD.","","TROY","48084","MI","U.S.A.","507-457-3750","","","","  "," "," ","",1695,"EPDC","DLL"
"V0016","TOLLMAN SPRING COMPANY; INC.","91 ENTERPRISE DR.","","BRISTOL;","06010","CT","U.S.A.","860-583-1326","860-589-8733","SCOTT","","  "," "," ","",1696,"EPDC","DLL"
"V0018","CAPSONIC GROUP INC","460 SOUTH SECOND STREET","","ELGIN","60123","IL","USA","847-888-7239","847-888-7511","SUZANNE KLIMEK","","PP","Y","Y","AUTO",1698,"EPDC","DLL"
"V0019","RIGALI PACKAGING","6650 N. NORTHWEST HWY.","","CHICAGO","60631","IL","","773-774-3605","773-774-3607","DON RIGALI","","  "," "," ","",1699,"EPDC","DLL"
"V0020","CONTINENTAL SPRING SPECIALTY","1461 LUNT AVENUE","","ELK GROVE VILLA","60007","IL","U.S.A.","847-437-8565","847-437-8570","JOHN KAY","CONTSPRING@EARTHLINK.NET","SS"," "," ","AUTO",1700,"EPDC","DLL"
"V0021","AEC DURAKOOL; INC","1010 N. MAIN STREET","P.O. BOX 280","ELKHART","46515","IN","U S A","574-264-1116","219-264-4681","REDUS JOHNSON","","  "," "," ","",1701,"EPDC","DLL"
"V0026","HAMILTON HALLMARK","10 S. CENTENNIAL DRIVE","","PEABODY;","01960","MN","U.S.A.","772-3304","800-257-0568","LINDA DAUGHTERY","","  "," "," ","",1706,"EPDC","DLL"
"V0027","SMALL PARTS; INC. - MONTICELLO","3019 FREEMAN ROAD","P.O. BOX 928","MONTICELLO;","47960","IN","U.S.A.","219-583-4211","219-583-6519","ELMA VENECIA","","  "," "," ","",1707,"EPDC","DLL"
"V0029","NATIONAL MOLDING CORP.","2305 DUSS AVE.","","AMBRIDGE","15003","PA","U.S.A.","724-266-8770","631-293-8575","KRISTINE X249","KCOUCH@NATMO.COM","PP","Y","J","AUTO",1709,"EPDC","DLL"
"V0030","OSRAM","199 RODWOOD DR.","","DANVERS","01923","MA","","800-729-3777","800-347-3411","DENISE BEARD (7603)","","EE"," "," ","AUTO",1710,"EPDC","DLL"
"V0031","PRECISION PAPER TUBE CO.","1033 SOUTH NOEL DRIVE","","WHEELING","60090","IL","U.S.A.","847-537-4250","847-537-5777","BOB BOSSEY","EMILY@PPTUBE.COM","  "," "," ","",1711,"EPDC","DLL"
"V0032","SKACH MANUFACTURING","950 ANITA AV.","","ANTIOCH","60002","IL","","847-395-3560","847-395-9123","LORRI","","MM"," "," ","AUTO",1712,"EPDC","DLL"
"V0033","SYN TECH","1150F W. FULLERTON AVE.","","ADDISON","60101","IL","","630-620-7050","630-620-4832","TIM","TFRANK@SYN-TECHLUBE.COM","CC"," "," ","AUTO",1713,"EPDC","DLL"
"V0036","AUGAT COMPONENTS GMBH","53840 TROISDORF","SCHWEITZERSTRABE 6-10","","","","","01149224180012","01149224179510","KARIN NAHAS","","  "," "," ","",1715,"EPDC","DLL"
"V0038","STERLING ELECTRONICS","3540-D PANAMERICAN FREEWAY NE","","ALBUQUERQUE","87107","NM","U.S.A.","800-999-9394","505-884-1904","ARMANDO CESENA","","  "," "," ","",1717,"EPDC","DLL"
"V0039","ESSEX","1601 WALL STREET","P.O.BOX 1510","FORT WAYNE","46802-1601","IN","USA","260-461-4740","260-461-5299","MAYRA L ACKERMANN","MAYRA.ACKERMANN@SUPERIORESSEX.COM","WW","N","N","AUTO",1718,"EPDC","DLL"
"V0040","TENNECO PACKAGING","21 LEIGH FISHER BOULEVARD","","EL PASO;","79906","TEXAS","U.S.A.","915-779-1291","915-779-6972","GILBERT MENDEZ","","  "," "," ","",1719,"EPDC","DLL"
"V0043","GENERAL POLYMERS/ASHLAND CHEM.","9696 SKILLMAN","SUITE 270","DALLAS;","75243","TEXAS","U.S.A.","214-340-1534","214-340-9116","DO NOT USE","","  "," "," ","",1721,"EPDC","DLL"
"V0071","E.Y.E.N.","P.O. BOX 221234","","EL PASO","79913","TEXAS","USA","(915)821-2238","(915)821-4125","RICARDO RODRIGUEZ","","  "," "," ","",1722,"EPDC","DLL"
"V0200","MICROSEMI CORP.","P.O. BOX 78246","ACCS. RECEIVABLE","PHOENIX","85062","AZ","USA","480-941-6532","(602)947 1503","PAT URQUIJO","","EE"," "," ","AUTO",1723,"EPDC","DLL"
"V0300","MK MAGNETICS  INC.","17030 MUSKRAT AVE.","","ADELANTO","92301-2258","CA","USA","760-246-6373 X 112","650-855-9926","CYINTHIA MAGANUCO","CMAGANUCO@MKMAGNETICS.COM","CC","N"," ","AESF",1724,"EPDC","DLL"
