ItemNumber,ItemDescription,ItemRevision,ItemStatus,ItemClass,SQE,RunLeadTimeDays,LotSizeMinimum,LotSizeMultiplier,Planner,Buyer,InventoryQty,ItemUM,ItemUnitCost,VendorItemNumber,VendorItemDescription,VendorID,VendorName,ShipToLocation,Currency,ItemKey,VendorKey,MBS,ItemAppvStatus,QtyofBlankets,FS_PONumber,VendorPriority,FS_POLnNumber,BKPOExpireDate,LineItemOrderedQuantity,ReceiptQuantity,POLineKey,BKPOStartDate
"201067","ID TAPE ORANGE 98010.02M",H ,P,65,   ,60,0,0,DG1,DG1,0,EA,,"201067","ID TAPE ORANGE 98010.02M",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,1821,659,B,,,,0,,,,,,
"201074","ID TAPE BLACK/LT BROWN 95500.22T",H ,O,OB,*  ,60,0,0,OBS,OBS,0,FT,,"201074","",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,1827,659,B,,,,0,,,,,,
"201138","I.D. TAPE 56614",H ,A,65,   ,10,0,0,JLM,JLM,0,FT,,"201138","I.D. TAPE 56614",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,1851,659,B,,,,0,,,,,,
"308106","ID TAPE WHITE/YELLOW 5032",01,A,75,   ,45,432,0,TC ,TC ,0,YD,,"308106","WHITE/YELLOW ID TAPE 5860-045",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,5360,659,B,,,,0,,,,,,
"308168","ID TAPE WHITE 5031",01,A,75,   ,45,432,432,MRO,MRO,0.000640000000000196,YD,,"308168","",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,5429,659,B,,,,0,,,,,,
"308185","ID TAPE PINK 5976",01,A,75,   ,45,432,432,MRO,MRO,2.00252,YD,,"308185","",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,5459,659,B,,,,0,,,,,,
"308216","ID TAPE WHITE/LT BLUE 5968",01,A,75,   ,15,72,72,TC ,TC ,220,YD,,"308216","PVC TAPE WHITE/LT BLUE 5968",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,5489,659,B,,,,0,,,,,,
"308222","ID TAPE ORANGE 5975",01,A,75,   ,45,432,432,TC ,TC ,0,YD,,"308222","TAPE-ORANGE 5860-038",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,5504,659,B,,,,0,,,,,,
"308229","ID TAPE PINK/WHITE STRIP 5980",01,A,75,   ,45,432,432,TC ,TC ,0.0228999999999999,YD,,"308229","ID TAPE PINK/WHITE STRIP 5980",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,5516,659,B,,,,0,,,,,,
"308282","ID TAPE LT BLUE 5963",01,A,75,   ,45,0,0,TC ,TC ,0,YD,,"308282","ID TAPE LT BLUE 5963",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,5581,659,B,,,,0,,,,,,
"308549","ID TAPE WHITE/RED STRIP 5967",01,A,75,   ,45,360,0,TC ,TC ,0,YD,,"308549","ID TAPE WHITE/RED STRIP 5967",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,5997,659,B,,,,0,,,,,,
"308552","ID TAPE GREEN 5970",01,A,75,   ,45,360,0,TC ,TC ,0,YD,,"308552","",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6003,659,B,,,,0,,,,,,
"308596","ID TAPE PINK 5946",01,A,75,   ,45,0,0,TC ,TC ,0,YD,,"308596","ID TAPE PINK 5946",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6095,659,B,,,,0,,,,,,
"308599","ID TAPE WHITE/YELLOW 5028",01,A,75,   ,45,360,0,TC ,TC ,-1.11022302462516E-16,YD,,"308599","ID TAPE WHITE/YELLOW 5028",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6098,659,B,,,,0,,,,,,
"308600","ID TAPE BLUE 5030",01,A,75,   ,45,432,432,TC ,TC ,0,YD,,"308600","ID TAPE BLUE 5030",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6099,659,B,,,,0,,,,,,
"308601","ID TAPE WHITE 7073",01,A,75,   ,45,0,0,TC ,TC ,0,YD,,"308601","ID TAPE WHITE 7073",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6100,659,B,,,,0,,,,,,
"308603","ID TAPE PINK 5974",01,A,75,   ,45,432,432,TC ,TC ,-1.11022302462516E-16,YD,,"308603","ID TAPE PINK 5974",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6102,659,B,,,,0,,,,,,
"308604","ID TAPE GREEN 5977",01,A,75,   ,45,0,0,TC ,TC ,320,YD,,"308604","ID TAPE GREEN 5977",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6103,659,B,,,,0,,,,,,
"308605","ID TAPE WHITE/YELLOW 5978",01,A,75,   ,45,0,0,TC ,TC ,0,YD,,"308605","ID TAPE WHITE/YELLOW 5978",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6104,659,B,,,,0,,,,,,
"308606","ID TAPE WHITE/YELLOW 5969",01,O,OB,*  ,45,0,0,OBS,OBS,0,YD,,"308606","ID TAPE WHITE/YELLOW 5969",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6105,659,B,,,,0,,,,,,
"308607","ID TAPE WHITE/YELLOW 5941",01,A,75,   ,45,0,0,MRO,MRO,71,YD,,"308607","ID TAPE WHITE/YELLOW 5941",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6106,659,B,,,,0,,,,,,
"308608","ID TAPE WHITE 5973",1 ,O,OB,*  ,45,0,0,OBS,OBS,0,YD,,"308608","ID TAPE WHITE 5973",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6107,659,B,,,,0,,,,,,
"308609","WHITE ID TAPE 7055",01,A,75,   ,45,0,0,TC ,TC ,420,YD,,"308609","WHITE ID TAPE 7055",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,6108,659,B,,,,0,,,,,,
"826119","*I.D. LABEL",A ,O,OB,*  ,45,0,0,OBS,OBS,0,FT,,"826119","*I.D. LABEL",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,9665,659,B,,,,0,,,,,,
"826120","*I.D. LABEL RE43526",01,A,23,   ,45,1080,1080,MRO,MRO,3.5527136788005E-15,FT,,"826120","*I.D. LABEL RE43526",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,9666,659,B,,,,0,,,,,,
"826170","I.D. LABEL  YELLOW",AB,A,23,   ,45,0,0,TC ,TC ,0,FT,,"826170","I.D. LABEL  YELLOW",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,9682,659,B,,,,0,,,,,,
"826371","*I.D.LABEL YELLOW",AB,A,23,   ,45,0,0,TC ,TC ,0,FT,,"826371","*I.D.LABEL YELLOW",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,9702,659,B,,,,0,,,,,,
"826374","*F3VB-14A501-AA I.D. LABEL",AB,O,OB,*  ,45,0,0,OBS,OBS,0,FT,,"826374","*F3VB-14A501-AA I.D. LABEL",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,9704,659,B,,,,0,,,,,,
"826375","*F3LB-14A501-AA LABEL - YELLOW",AB,O,OB,*  ,45,0,0,OBS,OBS,0,FT,,"826375","*F3LB-14A501-AA LABEL - YELLOW",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,9705,659,B,,,,0,,,,,,
"826377","*I.D. TAPE YELLOW",AB,A,23,   ,45,0,0,TC ,TC ,0,FT,,"826377","*I.D. TAPE YELLOW",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,9707,659,B,,,,0,,,,,,
"826453","LABEL F8AB-14A501-AA YELLOW",AB,O,OB,*  ,10,0,0,OBS,OBS,0,FT,,"826453","LABEL F8AB-14A501-AA YELLOW",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,9722,659,B,,,,0,,,,,,
"933055","3873 I.D.  YELLOW\GREEN TAPE. /AB",AB,A,35,   ,45,0,0,TC ,TC ,0,FT,,"933055","3873 I.D.  YELLOW\GREEN TAPE.",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10426,659,B,,,,0,,,,,,
"933059","0165 I.D. RED\YELLOW TAPE",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933059","0165 RED/YELLOW TAPE REV. B",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10427,659,B,,,,0,,,,,,
"933063","LABEL 0164 YELLOW\BLUE TAPE./AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933063","I.D. LABEL 0164 YELLOW\BLUE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10428,659,B,,,,0,,,,,,
"933066","8851 GRAY\RED TAPE TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933066","8851 GRAY\RED I.D. TAPE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10429,659,B,,,,0,,,,,,
"933069","0425 BROWN/YELLOW TAPE /AB",AB,A,35,   ,20,180,180,MRO,MRO,0,FT,,"933069","0425 BROWN/YELLOW TAPE 004",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10431,659,B,,,,0,,,,,,
"933171","5757 GREEN/WHITE TAPE /AB",AB,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933171","5757 GREEN/WHITE TAPE 006",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10469,659,B,,,,0,,,,,,
"933189","ID LABEL 0167 BROWN\WHITE TAPE/AB",AB,A,35,   ,45,0,0,TC ,TC ,0,FT,,"933189","ID LABEL 0167 BROWN\WHITE TAPE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10479,659,B,,,,0,,,,,,
"933229","6546 I.D. TAPE K  YELLOW\BLUE",AB,A,35,   ,45,0,0,TC ,TC ,0,FT,,"933229","6546 I.D. TAPE K  YELLOW\BLUE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10501,659,B,,,,0,,,,,,
"933231","0403 I.D. TAPE  WHITE/RED/AB",AB,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933231","0403 I.D. TAPE WHITE/RED",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10502,659,B,,,,0,,,,,,
"933233","0404 WHITE/GREEN TAPE /AB",AB,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933233","0404 WHITE/GREEN IDTAPE 002",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10503,659,B,,,,0,,,,,,
"933235","1050 I.D. TAPE  WHITE/BLUE/AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"SDAL","1050 I.D. TAPE WHITE/BLUE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10504,659,B,,,,0,,,,,,
"933241","5607 I.D. TAPE GRAY/BLACK/AB",AB,A,35,   ,45,0,0,TC ,TC ,0,FT,,"933241","5607 I.D. TAPE GRAY/BLACK",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10505,659,B,,,,0,,,,,,
"933243","5772 BLACK/WHITE TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933243","I.D. TAPE 5772 BLACK TAPE/WHI",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10506,659,B,,,,0,,,,,,
"933245","5111 GRAY/WHITE TAPE /AB",AB,A,35,   ,20,180,180,MRO,MRO,4.333,FT,,"933245","5111 GRAY/WHITE TAPE T",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10507,659,B,,,,0,,,,,,
"933246","0381 YELLOW/RED I.D. LABEL /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933246","0381 YELLOW/RED I.D. LABEL",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10508,659,B,,,,0,,,,,,
"933247","5633 YELLOW/BLACK TAPE /AB",AB,A,35,   ,45,180,180,TC ,TC ,0,FT,,"933247","5633 YELLOW/BLACK I.D. TAPE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10509,659,B,,,,0,,,,,,
"933249","2716 WHITE/BLACK TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933249","",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10510,659,B,,,,0,,,,,,
"933251","6913 GREEN/WHITE TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,161,FT,,"933251","6913 I.D. TAPE GRN/WHITE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10511,659,B,,,,0,,,,,,
"933253","6918 RED/WHITE I.D. TAPE",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933253","6918 RED/WHITE I.D. TAPE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10512,659,B,,,,0,,,,,,
"933261","4704 I.D. LABEL PURPLE/BLUE",AB,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933261","4704 I.D. LABEL PURPLE/BLUE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10517,659,B,,,,0,,,,,,
"933313","8849 BLUE/WHITE TAPE 008",AB,A,35,   ,20,180,180,MRO,MRO,0,FT,,"933313","8849 BLUE/WHITE TAPE 008",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10532,659,B,,,,0,,,,,,
"933327","7733 YELLOW/RED ID.TAPE /AB",AB,A,35,   ,20,180,180,MRO,MRO,0,FT,,"933327","7733 YELLOW/RED ID.TAPE 004",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10541,659,B,,,,0,,,,,,
"933329","4130 GRAY/BLACK TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,632,FT,,"933329","4130 GRAY/BLACK TAPE 007",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10542,659,B,,,,0,,,,,,
"933427","5110 PURPLE/BLUE TAPE  R",04,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933427","5110 I.D. LABEL PURPLE/BLUE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10553,659,B,,,,0,,,,,,
"933516","5628 GREEN/BLACK ID TAPE BX",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933516","5628 GREEN/BLACK ID TAPE BX",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10632,659,B,,,,0,,,,,,
"933518","WHITE/RED TAPE;  4609/002",AB,A,35,   ,20,180,180,MRO,MRO,0,FT,,"933518","WHITE/RED; 4609-002",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10633,659,B,,,,0,,,,,,
"933530","0274 RED/WHITE TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0.59999999999976,FT,,"933530","0274 RED/WHITE TAPE P",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10639,659,B,,,,0,,,,,,
"933532","I.D. TAPE 5342 RED\WHITE TAPE/AB",AB,A,35,   ,45,0,0,TC ,TC ,0,FT,,"933532","I.D. TAPE 5342 RED\WHITE TAPE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10640,659,B,,,,0,,,,,,
"933548","2714 RED/WHITE TAPE/AB",AB,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933548","I.D. LABEL 2714 RED\WHITE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10649,659,B,,,,0,,,,,,
"933557","3111 RED/BLACK TAPE /AB",AB,A,35,   ,20,1080,180,MRO,MRO,66.667,FT,,"933557","3111 RED/BLACK TAPE 004",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10656,659,B,,,,0,,,,,,
"933560","I.D. LABEL 2715 RED\BLACK",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933560","I.D. LABEL 2715 RED\BLACK",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10657,659,B,,,,0,,,,,,
"933563","3116 RED/YELLOW TAPE /AB",AB,A,35,   ,20,180,180,MRO,MRO,0.33334,FT,,"933563","3116 RED/YELLOW TAPE 002",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10660,659,B,,,,0,,,,,,
"933565","3117 WHITE/BLACK ID TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,1.333,FT,,"933565","3117 WHITE/BLACK ID TAPE 002",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10662,659,B,,,,0,,,,,,
"933566","5629 PURPLE/BLACK TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933566","I.D. LABEL 5629 PURPLE\BLACK",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10663,659,B,,,,0,,,,,,
"933567","3118 GREEN/BLACK I.D. TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933567","3118 GREEN/BLACK I.D. TAPE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10664,659,B,,,,0,,,,,,
"933568","4610 BLUE/RED TAPE /AB",AB,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933568","I.D. LABEL 4610 BLUE\RED",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10665,659,B,,,,0,,,,,,
"933570","5631 I.D. TAPE GRAY/BLACK TAPE /AB",AB,A,35,   ,45,0,0,TC ,TC ,0,FT,,"933570","5631 I.D. TAPE GRAY/BLACK",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10666,659,B,,,,0,,,,,,
"933572","I.D. LABEL 0275 GREEN\BLUE TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933572","I.D. LABEL 0275 GREEN\BLUE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10667,659,B,,,,0,,,,,,
"933574","5343 RED/BLACK TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933574","5343 RED/BLACK TAPE CJ",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10669,659,B,,,,0,,,,,,
"933588","I.D. LABEL 6544 YELLOW\RED T. /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933588","I.D. LABEL 6544 YELLOW\RED",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10684,659,B,,,,0,,,,,,
"933589","3119 BLUE/WHITE LABEL /001",AB,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933589","3119 BLUE/WHITE LABEL 001",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10685,659,B,,,,0,,,,,,
"933590","3120 RED/BLUE TAPE /003",AB,A,35,   ,20,180,180,TC ,TC ,1.934,FT,,"933590","3120 RED/BLUE TAPE 003",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10686,659,B,,,,0,,,,,,
"933591","3121 GREEN/YELLOW ID TAPE /002",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933591","3121 GREEN/YELLOW I.D. TAPE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10687,659,B,,,,0,,,,,,
"933592","3122 GREEN/PURPLE ID TAPE /003",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933592","3122 GREEN/PURPLE I.D. TAPE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10688,659,B,,,,0,,,,,,
"933593","3123 GREEN/WHITE ID TAPE /003",AB,O,OB,*  ,45,0,0,OBS,OBS,0,FT,,"933593","3123 GREEN/WHITE I.D. TAPE 003",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10689,659,B,,,,0,,,,,,
"933594","3124 GRAY/RED TAPE /001",AB,P,35,   ,20,180,180,DG1,DG1,0,FT,,"933594","3124 GRAY/RED TAPE REV 001",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10690,659,B,,,,0,,,,,,
"933621","5036 GREY/RD I.D. TAPE /AB",AB,A,35,   ,45,0,0,DG1,DG1,0,FT,,"933621","5036 GREY/RD I.D. TAPE 002",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10699,659,B,,,,0,,,,,,
"933633","7791 GREEN/PURPLE  I.D. TAPE /AB",AB,A,35,   ,45,0,0,TC ,TC ,0,FT,,"933633","7791 GREEN/PURPLE 002",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10708,659,B,,,,0,,,,,,
"933646","5341 GRAY/RED TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933646","5341 GRAY/RED TAPE DD",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10718,659,B,,,,0,,,,,,
"933648","2717 GREEN/RED TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933648","2717 GREEN/RED TAPE AK",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10720,659,B,,,,0,,,,,,
"933661","ID TAPE 8535 GREEN/ORANGE /AB",AB,A,35,   ,45,0,0,TC ,TC ,5.3333,FT,,"933661","ID TAPE 8535 GREEN/ORANGE 02",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10729,659,B,,,,0,,,,,,
"933662","ID TAPE 8536 YELLOW/BLACK /AB",AB,A,35,   ,45,0,0,TC ,TC ,0,FT,,"933662","ID TAPE 8536 YELLOW/BLACK 02",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10730,659,B,,,,0,,,,,,
"933781","I.D. TAPE 2114 ORANGE/WHITE T. /AB",AB,A,35,   ,45,0,0,TC ,TC ,0,FT,,"933781","I.D. TAPE 2114 ORANGE\WHITE T.",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10744,659,B,,,,0,,,,,,
"933782","7734 WHITE/ORANGE TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,172.000000000002,FT,,"933782","7734 I.D. TAPE WHITE\ORANGE",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10745,659,B,,,,0,,,,,,
"933783","7809 LT. BLUE/RED TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933783","7809 I.D. TAPE LT. BLUE\RED",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10746,659,B,,,,0,,,,,,
"933785","0950 YELLOW/BLACK TAPE /AB",AB,A,35,   ,45,0,0,TC ,TC ,0,FT,,"933785","0950 YELLOW/BLACK TAPE 004",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10748,659,B,,,,0,,,,,,
"933786","2920 GREEN/ORANGE TAPE /AB",AB,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933786","2920 GREEN/ORANGE TAPE 006",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10749,659,B,,,,0,,,,,,
"933798","7735 BLUE/YELLOW TAPE /AB",AB,A,35,   ,10,0,0,TC ,TC ,0,FT,,"933798","7735 BLUE/YELLOW TAPE 006",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10754,659,B,,,,0,,,,,,
"933861","2547 GREEN/BLACK TAPE /AB",AB,A,35,   ,20,180,180,TC ,TC ,0,FT,,"933861","2547 GRAY/BLACK TAPE 002",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10766,659,B,,,,0,,,,,,
"933911","ID TAPE  WHITE/RED 8752/AB",AB,A,35,   ,45,1800,0,TC ,TC ,0.399999999999999,FT,,"933911","ID TAPE  WHITE/RED 8752/001",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10789,659,B,,,,0,,,,,,
"933970","*ID TAPE 5110 PURPLE W/LT BLUE",AB,A,35,   ,20,180,180,TC ,TC ,949,FT,,"933970","*ID TAPE PURPLE W/LT BLUE NO'S",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10807,659,B,,,,0,,,,,,
"933972","ID TAPE BLUE/BLACK 5632/AB",AB,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933972","ID TAPE BLUE/BLACK 5632/004",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10808,659,B,,,,0,,,,,,
"933976","*ID TAPE GRAY W/RED NO'S 7477",AB,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933976","*ID TAPE GRAY W/RED NO'S 7477",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10811,659,B,,,,0,,,,,,
"933986","I.D. TAPE PURPLE & YELLOW",AB,A,35,   ,20,180,180,TC ,TC ,5.6843418860808E-14,FT,,"933986","I.D. TAPE PURPLE/YELLOW 5119",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10814,659,B,,,,0,,,,,,
"933995","I.D. TAPE GRAY\WHITE 6168",AB,O,OB,*  ,20,180,180,OBS,OBS,0,FT,,"933995","I.D. TAPE GRAY\WHITE 6168",10965,"VICKERY TAPE & LABEL CO.",EPDC,DLL,10815,659,B,,,,0,,,,,,
"124-123","CARTON",* ,A,45,   ,10,100,100,GAV,GAV,8,EA,,"124-123","CARTON",11001,"BUCKEYE CONTAINER CO.;",EPDC,DLL,1246,661,B,,,,0,,,,,,
"40C","CARTON",A ,A,46,   ,10,100,100,GAV,GAV,69.4711000000001,EA,,"40C","CARTON",11001,"BUCKEYE CONTAINER CO.;",EPDC,DLL,7801,661,B,,,,0,,,,,,
"60-CV","LID",  ,A,47,JA ,10,200,200,GAV,GAV,0.00640000000000018,EA,,"60-CV","LID",11001,"BUCKEYE CONTAINER CO.;",EPDC,DLL,8700,661,B,,,,0,,,,,,
"61-C","CARTON",* ,A,44,   ,20,0,0,DG1,DG1,0,EA,,"61-C","CARTON",11001,"BUCKEYE CONTAINER CO.;",EPDC,DLL,8745,661,B,,,,0,,,,,,
"8305-PTN","PARTITION/CELL",* ,A,42,JA ,20,520,520,GAV,GAV,1010.77057999999,EA,,"8305-PTN","PARTITION/CELL",11001,"BUCKEYE CONTAINER CO.;",EPDC,DLL,9776,661,B,,,,0,,,,,,
"FPS-2C","CARTON(S-4545)",00,A,43,LFG,5,25,25,GAV,GAV,49.2296000000001,EA,,"FPS-2C","CARTON",11001,"BUCKEYE CONTAINER CO.;",EPDC,DLL,11987,661,B,,,,0,,,,,,
"PKG-360D","CARTON LID",* ,A,45,   ,20,1,0,GAV,GAV,0,EA,,"PKG-360D","CARTON LID",11001,"BUCKEYE CONTAINER CO.;",EPDC,DLL,12666,661,B,,,,0,,,,,,
"500002","*PROTECTIVE CAP .812-1",A ,A,86,   ,30,5000,5000,EC ,EC ,4156,EA,,"500002","*PROTECTIVE CAP",11003,"WESTERN RUBBER; INC.;",EPDC,DLL,8189,662,B,,,,0,,,,,,
"842174","*DOUBLE GROMMET",C ,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"842174","DOUBLE GROMMET",11003,"WESTERN RUBBER; INC.;",EPDC,DLL,9809,662,B,,,,0,,,,,,
"842175","*GROMMET",AB,A,56,   ,45,0,0,DG1,DG1,0,EA,,"842175","GROMMET",11003,"WESTERN RUBBER; INC.;",EPDC,DLL,9810,662,B,,,,0,,,,,,
"946004","*DAMPENER",B ,A,51,   ,45,50000,50000,DG1,DG1,566,EA,,"946004","*DAMPENER",11003,"WESTERN RUBBER; INC.;",EPDC,DLL,11170,662,B,,,,0,,,,,,
"946006","*DAMPENER; FELT",C ,A,51,   ,45,10000,10000,DG1,DG1,1048,EA,,"946006","*DAMPENER; FELT",11003,"WESTERN RUBBER; INC.;",EPDC,DLL,11172,662,B,,,,0,,,,,,
"946018","*DAMPENER; FLUX",B ,A,51,   ,50,10000,10000,DG1,DG1,560,EA,,"946018","*DAMPENER; FLUX",11003,"WESTERN RUBBER; INC.;",EPDC,DLL,11180,662,B,,,,0,,,,,,
"950032","*RUBBER GASKET",C ,A,58,JA ,50,4000,1000,DG1,DG1,615,EA,,"950032","*RUBBER GASKET",11003,"WESTERN RUBBER; INC.;",EPDC,DLL,11329,662,B,,,,0,,,,,,
